gene,E14Tg2a-1,E14Tg2a-2,E14Tg2a-3,OctGip-1,OctGip-2,OctGip-3,OKO160-1,OKO160-2,OKO160-3,Z6-1,Z6-2,Z6-3
Slc4a11,6.6692,6.6766,6.5971,6.7222,6.639,6.7233,6.674,6.7001,6.7178,6.7083,6.6427,6.7498
Ly75,6.5771,6.7196,6.709,6.7094,6.6377,6.6619,6.6682,6.6943,6.6077,6.6867,6.6307,6.6382
Itpa,6.6151,6.5588,6.6516,6.573,6.6585,6.5825,6.6146,6.5752,6.5695,6.7434,6.6927,6.5849
Dhx32,8.9319,9.0034,9.0533,8.7687,8.8414,9.0748,9.217,9.1187,9.268,9.286,9.1337,9.2924
Med18,6.7745,6.79,6.9278,6.6983,6.716,6.7483,6.7277,6.6299,6.705,6.6202,6.6809,6.6501
Cd302,6.478,6.6222,6.582,6.5981,6.6802,6.6497,6.6155,6.6633,6.5477,6.5168,6.6509,6.5476
Cyp3a13,6.609,6.6353,6.6388,6.6346,6.6316,6.6722,6.6666,6.7039,6.7227,6.6932,6.6487,6.5704
Bccip,10.6598,10.6801,10.5914,10.3407,10.451,10.4823,10.4866,10.6008,10.4087,10.4983,10.5575,10.5278
Itgb4,7.0035,6.9053,7.1144,6.8756,7.0429,7.0826,7.3951,7.3615,7.3792,7.3004,7.2527,7.2457
Itgae,7.347,7.4179,7.3023,7.3378,7.6203,7.5352,7.6066,7.6593,7.7435,7.7789,7.934,7.7972
Pilrb1,6.5145,6.5642,6.4802,6.5313,6.4834,6.4831,6.6283,6.5034,6.5079,6.5513,6.5116,6.5288
March7,7.1942,6.9897,7.152,6.9908,6.9294,6.9265,6.9492,6.9715,6.8712,6.8548,6.9641,7.0321
Ddrgk1,9.6441,9.7225,9.9036,9.6679,9.618,9.9116,9.8497,9.9696,9.9289,9.9749,9.9,10.2029
1200014J11Rik,9.1802,9.1713,9.645,9.4902,9.5514,9.4539,9.344,9.4096,9.5258,9.5377,9.4328,9.4391
Sap30bp,7.252,7.2403,7.2625,7.1308,7.3278,7.2927,7.2138,7.2428,7.2259,7.2589,7.3975,7.1526
1110017F19Rik,6.6901,6.6359,6.7739,6.7575,6.7583,6.6983,6.7702,6.6751,6.642,6.742,6.829,6.8001
Prosapip1,7.4719,7.6225,7.383,7.3588,7.5682,7.4636,7.6701,7.5696,7.5842,7.4563,7.4559,7.342
Uros,7.1396,7.2083,7.0816,6.9528,7.2071,7.2553,7.2816,7.3258,7.413,7.3817,7.3087,7.3222
Fastkd5,10.33,10.33,10.0906,10.084,10.3268,10.2859,9.8045,10.1016,9.9992,9.8229,10.0113,9.7174
2210020M01Rik,6.5649,6.6155,6.5922,6.6242,6.6296,6.581,6.6663,6.6038,6.661,6.5374,6.594,6.5558
Ubox5,7.3357,7.3817,7.3363,7.5561,7.4253,7.3564,7.4371,7.4502,7.6518,7.3191,7.5131,7.3819
Avp,6.5666,6.6571,6.6488,6.5858,6.6917,6.6188,6.5629,6.5721,6.6434,6.5595,6.7018,6.6496
Phactr4,9.3308,9.2365,9.5009,9.4194,9.2595,9.4273,9.6136,9.4527,9.4363,9.5478,9.5469,9.4996
Oxt,6.7298,6.6472,6.6124,6.6257,6.6336,6.6648,6.7195,6.7206,6.7391,6.8398,6.6536,6.6401
Pilra,6.5785,6.6637,6.6984,6.6436,6.6661,6.5736,6.6874,6.6829,6.6193,6.73,6.6299,6.689
Recql5,7.1748,7.2797,7.1874,7.2138,7.4963,7.2867,7.1243,7.206,7.149,7.2879,7.1618,7.3217
AC171404.1,10.1478,9.898,10.2061,10.0633,10.0563,10.1494,9.9625,9.8726,9.9462,9.7796,9.7311,9.9182
Mmp21,6.5951,6.6546,6.6665,6.6991,6.6566,6.6601,6.6184,6.6341,6.5566,6.637,6.6705,6.6517
Mrps26,8.9991,9.1636,8.9326,8.9001,8.766,9.0176,9.1733,9.0839,9.2924,9.145,9.4147,9.1068
4930473A02Rik,6.6129,6.6498,6.6165,6.614,6.6133,6.4836,6.6799,6.587,6.6439,6.6972,6.5875,6.566
Zcwpw1,7.4323,7.8093,7.4878,7.3794,7.7218,7.7926,7.9712,8.3389,8.0632,7.9162,7.913,7.8786
Ptpra,7.0835,7.0346,7.1807,6.979,7.0022,7.0324,6.9611,6.9794,6.8783,7.011,6.9323,7.1433
Camkk1,6.7215,6.7074,6.7008,6.7507,6.8408,6.733,6.7051,6.7404,6.6564,6.7448,6.6503,6.7164
Hp1bp3,9.3425,9.2779,9.4791,9.4544,9.364,9.3391,9.4854,9.4854,9.4273,9.4749,9.2614,9.3569
Mepce,6.9299,7.1629,6.9353,6.8792,7.1693,7.038,7.0096,7.1527,7.2459,7.1322,7,6.8976
2010007H12Rik,9.3447,9.7245,9.3198,9.2638,9.611,9.3293,9.2766,9.3398,9.4121,9.1095,9.1733,9.4645
AC147614.1,6.9949,6.9072,6.9581,6.9177,6.8487,6.9244,6.8484,6.8644,6.8712,6.9329,7.0246,6.9916
Myo15b,6.6688,6.7587,6.8092,6.7228,6.7014,6.6653,6.6771,6.6738,6.7086,6.8446,6.763,6.7672
2700050L05Rik,8.2206,8.5855,8.4664,8.2797,8.581,8.1628,8.1291,8.1808,7.9151,8.3868,8.2986,8.1146
Hoxd4,6.575,6.6814,6.695,6.6429,6.6315,6.6574,6.6372,6.5231,6.6392,6.5821,6.575,6.6372
1700109F18Rik,6.6869,6.6249,6.6278,6.741,6.6469,6.6212,6.6866,6.7022,6.6237,6.7336,6.7063,6.7062
AC137969.2,6.486,6.6102,6.5225,6.6959,6.6116,6.5741,6.6132,6.6671,6.5596,6.5744,6.6249,6.5791
4930404H21Rik,6.613,6.6738,6.7143,6.6521,6.6233,6.5484,6.5864,6.647,6.5713,6.6446,6.6023,6.6595
Llgl2,10.8335,10.6838,11.1505,10.8679,10.2232,10.9236,11.2995,11.0669,11.6195,11.6808,11.0827,11.5602
P2rx1,6.664,6.6008,6.6706,6.7061,6.6788,6.6192,6.6485,6.71,6.63,6.6853,6.5977,6.671
Supt6h,10.7751,11.0544,11.032,11.0577,11.3461,10.9679,10.9371,10.8714,11.0067,11.0681,11.0512,11.0082
Proca1,7.015,7.166,7.0616,7.1421,7.0738,7.1379,7.0508,7.1129,7.21,7.1147,7.1516,6.9918
Vps16,9.5551,9.6363,9.5357,9.2001,9.3254,9.3278,9.4043,9.4714,9.275,9.4096,9.1744,9.5778
Baz2b,6.6141,6.6308,6.5947,6.6907,6.6658,6.6499,6.6318,6.7187,6.646,6.6973,6.6289,6.6165
Fam113a,6.8739,6.9194,6.8336,6.8534,6.8496,6.8513,6.7339,6.9146,6.7632,6.7916,6.8009,6.8378
Polr3k,7.3973,7.5626,7.4,7.3545,7.611,7.4966,7.2734,7.3769,7.4934,7.1167,7.4927,7.2855
Flt1,6.9877,6.8137,6.7653,7.0239,6.8465,6.7236,6.5898,6.6885,6.5764,6.5285,6.6407,6.8277
4933425O20Rik,6.5654,6.5976,6.5528,6.5056,6.5482,6.5658,6.6148,6.5966,6.6152,6.6437,6.5311,6.5777
Pcmtd2,7.1352,6.9925,7.1062,7.1072,6.9998,7.1031,7.0932,7.0812,7.1159,6.7964,6.9874,7.0207
AC110496.4,6.7002,6.6738,6.7183,6.7201,6.6661,6.756,6.6649,6.761,6.7961,6.7051,6.689,6.7541
Tsen54,7.8074,7.9939,8.019,7.7715,7.9313,7.7992,8.1113,7.9941,8.0197,8.2783,8.2298,8.2732
Stom,6.8129,6.981,6.8603,6.8028,6.8993,6.9939,6.9354,6.8806,6.6655,6.8283,6.7954,6.738
1700020A23Rik,6.6367,6.578,6.5606,6.5406,6.576,6.6126,6.5391,6.5079,6.5801,6.5946,6.5219,6.5639
Rcc1,9.5183,9.7685,9.3632,9.535,9.4544,9.7194,9.343,9.5547,9.6574,9.3391,9.4599,9.1481
Hoxd3,6.7471,6.6349,6.6381,6.6326,6.6107,6.6524,6.6516,6.6392,6.5492,6.5787,6.5753,6.6268
Cpxm1,7.1494,7.3328,7.3597,7.3331,7.4601,7.4385,7.3567,7.6464,7.786,7.5297,7.5207,7.3953
Epha10,6.5923,6.6024,6.5821,6.5774,6.5399,6.6552,6.5327,6.6002,6.6339,6.6678,6.5357,6.6293
AC171680.1,6.486,6.6102,6.5225,6.6959,6.6116,6.5741,6.6132,6.6671,6.5596,6.5744,6.6249,6.5791
Myt1,6.584,6.525,6.5487,6.5463,6.6538,6.5693,6.5402,6.5184,6.576,6.5999,6.5818,6.6547
1700109F18Rik,6.6416,6.6217,6.6139,6.6604,6.5788,6.5802,6.6798,6.5147,6.5253,6.6162,6.536,6.5735
Mrgprd,6.6199,6.6357,6.6027,6.6328,6.6418,6.6042,6.6045,6.6186,6.6033,6.6345,6.591,6.6234
Caskin2,7.0804,7.2331,7.2411,7.2355,7.2825,7.2489,7.4928,7.3748,7.5234,7.7051,7.6015,7.27
Pan3,6.7335,6.7008,6.7171,6.7339,6.6614,6.7336,6.7589,6.7697,6.755,6.6858,6.7978,6.8215
Zfp11,6.8317,7.0651,6.9394,6.8853,7.0373,6.9794,6.8568,6.9772,6.8265,6.7667,6.9255,6.9064
Mrgprf,6.6344,6.7239,6.6746,6.6843,6.701,6.8164,6.645,6.6437,6.6737,6.7042,6.7888,6.7114
Wrap53,7.5762,7.7313,7.9372,7.5626,7.8637,7.9463,8.0449,7.9896,8.1307,8.1282,8.1688,7.9478
AC114657.2,14.2721,13.9701,13.9701,13.9636,13.9938,13.9124,13.9459,13.8948,13.8014,14.0105,14.0021,14.0021
Syf2,9.5318,9.748,9.5101,9.7291,9.9016,9.8638,9.7548,9.7497,9.622,9.6872,9.9148,9.7225
Hoxd8,6.7329,6.5731,6.5942,6.5872,6.6018,6.5158,6.6468,6.6251,6.6319,6.6056,6.5858,6.6568
Maneal,7.3915,7.4154,7.3665,7.4228,7.4952,7.4321,7.5597,7.5674,7.5442,7.8435,7.5857,7.6892
Ebf4,6.7015,6.7592,6.6387,6.7205,6.7282,6.6896,6.5933,6.6693,6.6684,6.641,6.6514,6.7116
Hoxd9,6.7234,6.7172,6.7528,6.628,6.7218,6.7115,6.6788,6.6831,6.7059,6.6621,6.7072,6.7246
Efnb3,6.7538,6.8346,6.9601,6.7598,6.9198,7.016,6.7536,6.8534,6.9387,6.8892,6.8431,6.9167
Hoxd10,6.5914,6.7248,6.5802,6.5674,6.7078,6.6425,6.5222,6.5403,6.6587,6.5436,6.6819,6.5794
Lrdd,7.4634,7.5378,7.3826,7.6821,7.5983,7.5265,7.3707,7.3514,7.4002,7.2305,7.2921,7.4827
Idh3b,10.5794,10.7133,10.4769,10.4698,10.348,10.4284,10.4689,10.5338,10.5451,10.4275,10.388,10.5583
Sh2b1,8.7059,8.7025,8.593,8.4707,8.7323,8.3515,8.6307,8.5812,8.4449,8.5841,8.5194,8.5761
Ctbp2,8.5718,8.4398,8.5113,8.5207,8.3426,8.4793,8.4402,8.2885,8.2723,8.429,8.1933,8.1973
Flt3,6.6978,6.5728,6.6595,6.6157,6.6553,6.6246,6.75,6.6715,6.6925,6.7293,6.6428,6.6077
Prhoxnb,6.7516,6.6889,6.7005,6.6556,6.6861,6.5899,6.629,6.6683,6.598,6.6416,6.6519,6.6385
Oprl1,6.6496,6.7088,6.6802,6.6161,6.6395,6.6311,6.5742,6.639,6.6087,6.6093,6.6301,6.6468
D4Wsu53e,6.6712,6.6244,6.5988,6.5758,6.6217,6.5963,6.6202,6.5945,6.6323,6.5732,6.5146,6.584
Mmp17,7.4765,7.4452,7.5908,7.5646,7.7034,7.776,7.6388,7.4717,7.877,7.9551,7.7064,7.721
2310067B10Rik,6.92,7.0365,6.9514,6.8868,7.0328,6.9047,6.9697,7.0156,7.0152,6.9599,6.9408,7.0136
Tmem50a,9.6882,9.8134,9.4938,9.6486,9.645,9.5562,9.7338,9.667,9.7007,10.0641,10.0994,10.1259
4930526D03Rik,6.6563,6.6725,6.5718,6.5654,6.585,6.5567,6.6371,6.6579,6.621,6.6747,6.6572,6.6138
Tpcn2,6.8992,6.9638,6.9661,6.773,6.9872,6.8458,6.8949,6.9266,6.8416,6.8562,7.0218,6.8735
Tsc22d4,6.8061,6.9567,6.8692,6.8493,6.8914,6.857,6.7906,6.8776,6.838,6.8755,6.8864,6.8673
Yrdc,9.286,9.0685,9.1616,9.3479,9.0303,9.3215,9.1636,9.3185,9.2621,9.0403,9.2909,9.0819
RP23-168M5.3,7.1138,7.3563,7.1341,7.1583,7.2115,7.241,7.0614,7.1829,7.1889,7.1856,6.9733,7.1404
Hoxd11,6.6481,6.7513,6.7572,6.7026,6.6491,6.7208,6.7538,6.6922,6.7354,6.7531,6.7644,6.8168
Hoxd12,6.6656,6.7629,6.6436,6.6339,6.676,6.6339,6.611,6.6626,6.638,6.5944,6.587,6.5724
Prss36,6.873,7.0495,6.9887,6.887,6.9952,6.9088,6.994,7.1751,7.1287,6.9078,7.0841,6.9608
Zranb1,7.5397,7.7266,7.6313,7.6912,7.7118,7.5163,7.5139,7.6074,7.4015,7.5563,7.6724,7.5447
Cdx2,6.9738,6.7554,6.9306,6.8982,6.9334,6.8529,6.7785,6.7749,6.6795,6.7959,6.7548,6.9288
Rgs19,6.8642,6.9161,6.8835,6.9536,6.8413,6.9238,6.7957,6.8807,6.8334,7.0057,6.8752,6.8675
Alox15,6.5411,6.5678,6.5365,6.5432,6.56,6.553,6.5227,6.5511,6.5787,6.5585,6.5654,6.5188
6430598A04Rik,6.7838,6.8389,6.7932,6.6559,6.7707,6.7044,6.7744,6.8365,6.6212,6.6967,6.762,6.7302
Ccnd1,8.7366,8.3919,8.7967,8.6331,8.564,8.7016,8.1528,8.6468,8.7611,7.6321,8.2797,8.033
Nop56,10.1259,10.0301,10.2437,10.3675,9.5762,9.8171,10.0293,10.0508,10.1284,9.9211,9.9786,9.9157
Gsn,6.6164,6.6683,6.7174,6.7031,6.6453,6.6642,6.602,6.6419,6.655,6.7241,6.6371,6.6809
Ubr3,6.6001,6.616,6.5619,6.6293,6.5434,6.5425,6.6105,6.5894,6.5402,6.6225,6.652,6.6084
Hoxd13,6.7117,6.662,6.6153,6.6841,6.6081,6.6351,6.6866,6.6504,6.6525,6.7148,6.5934,6.7296
Rhbdd2,6.8005,6.7225,6.7598,6.7644,6.7095,6.7749,6.7469,6.6979,6.7823,6.7116,6.646,6.8529
Pdx1,6.6821,6.5145,6.5593,6.6432,6.6474,6.6424,6.6169,6.6239,6.6423,6.6089,6.6081,6.6679
Tmc2,6.56,6.5882,6.557,6.6275,6.673,6.5808,6.6378,6.6096,6.5738,6.6086,6.5657,6.5524
Gsx1,6.6732,6.6322,6.6527,6.7009,6.6043,6.5857,6.577,6.6398,6.563,6.6315,6.5981,6.5936
Atp2a1,6.5943,6.6667,6.7453,6.8054,6.6673,6.6542,6.7396,6.7282,6.6093,6.6884,6.6639,6.7435
Oraov1,6.7518,6.6463,6.6401,6.7083,6.652,6.6735,6.6849,6.6448,6.6139,6.6613,6.5819,6.7016
Rhd,6.5891,6.6094,6.6385,6.5755,6.6586,6.5812,6.6191,6.5962,6.5721,6.5973,6.6639,6.6095
Snrpb,11.8811,11.8679,12.0027,11.6998,12.0218,11.9197,11.828,11.9571,11.7917,11.5728,11.8895,11.8759
Tcea2,7.7495,7.6377,7.9497,8.0333,7.8449,7.9097,7.8977,7.9551,8.0452,7.737,7.6171,7.992
Yars,6.7349,6.6632,6.614,6.9043,6.775,6.6938,6.6529,6.8089,6.7123,6.8722,6.8062,6.7945
Sfrs8,6.7297,6.6878,6.674,6.7324,6.7445,6.6716,6.7523,6.7599,6.6609,6.6761,6.7107,6.6837
Wdsub1,7.2062,7.2351,7.1751,7.1689,7.2509,7.104,7.1352,7.0507,6.9445,7.1439,7.1161,7.2271
Ccl24,6.7158,6.6865,6.696,6.663,6.6513,6.6483,6.7229,6.6512,6.6509,6.6235,6.6167,6.614
AC158913.1,13.716,13.7818,13.571,13.691,13.5997,13.6769,13.5653,13.499,13.5444,13.4815,13.5368,13.7256
Sox18,6.7664,6.7433,6.9934,6.8149,6.8577,6.7941,6.7006,6.772,6.709,6.6707,6.7202,6.6983
Vps53,7.9538,7.8009,8.479,8.3893,8.2585,8.4968,8.3482,8.2019,8.3444,8.3295,7.9356,8.2773
Prss8,7.5683,7.4631,7.4061,7.6465,7.4439,7.1124,6.963,7.0838,7.0249,7.0547,7.1697,7.4997
Samd10,7.0087,7.1299,6.9618,6.8608,7.0442,7.0377,7.0347,7.1284,6.9088,6.888,6.9449,6.9434
Fam175b,8.2898,8.4248,8.2828,8.3196,8.6159,8.4065,8.4872,8.4208,8.4386,8.5934,8.56,8.3854
Ccl26,6.5752,6.6081,6.6346,6.5965,6.5923,6.6022,6.6277,6.5803,6.5665,6.5929,6.5688,6.6117
Grb2,6.7315,6.7998,6.8182,6.7857,6.7469,6.7704,6.8594,6.7956,7.0572,6.834,6.9643,6.8126
Mettl5,7.5319,7.4344,7.5343,7.4363,7.3683,7.6579,7.8045,7.6522,7.7292,7.7049,7.5967,7.6731
Alox12e,6.5895,6.7021,6.6925,6.65,6.5956,6.6219,6.6628,6.6534,6.6644,6.6667,6.6834,6.759
Dnahc2,6.7538,6.6011,6.6649,6.7985,6.6563,6.6702,6.8263,6.7232,6.6863,6.6821,6.7325,6.7339
Prpf6,9.4412,9.5903,9.6267,9.5284,9.8638,9.7115,9.6741,9.5508,9.6719,9.6274,9.7138,9.7184
Tgm6,6.6453,6.6595,6.6467,6.6557,6.6531,6.7108,6.5229,6.643,6.6389,6.6573,6.56,6.6831
Fam101b,6.8554,6.7858,6.801,6.842,6.8969,6.7836,6.8254,6.8118,6.9169,6.9749,6.8342,6.8794
Myst1,8.7588,8.8653,8.6622,8.802,9.0533,8.8528,8.8825,8.8927,8.8756,8.7446,8.7959,8.8749
Eif4g3,6.6355,6.5959,6.6819,6.7526,6.6738,6.645,6.7323,6.722,6.745,6.6765,6.622,6.6304
Tgm3,6.597,6.6159,6.6633,6.606,6.6581,6.5757,6.5697,6.5982,6.6583,6.5758,6.6319,6.6192
Trnau1ap,6.6558,6.7541,6.696,6.651,6.6406,6.6738,6.6384,6.7802,6.8243,6.8038,6.7037,6.707
Rab14,9.5956,9.768,9.716,9.9498,9.7901,9.9109,9.7685,9.9473,9.9616,9.9963,9.9363,9.9494
Stk35,6.7757,6.6987,6.7467,6.6769,6.7572,6.7844,6.8144,6.8196,6.7106,6.7895,6.7619,6.8451
Acvr2a,6.6537,6.6076,6.7067,6.6784,6.7393,6.666,6.7039,6.6095,6.6808,6.6314,6.7389,6.6717
Rab42,6.5414,6.6545,6.6819,6.6716,6.667,6.7432,6.6427,6.7494,6.7911,6.6486,6.6947,6.6932
Gpr133,6.6346,6.7552,6.6837,6.608,6.7306,6.7261,6.7294,6.7717,6.8286,6.7055,6.7266,6.7219
Slc25a22,6.5924,6.666,6.7164,6.6048,6.7155,6.6996,6.7098,6.7238,6.7542,6.6528,6.8121,6.7063
Evx2,6.487,6.5879,6.5077,6.6213,6.5362,6.5761,6.617,6.58,6.5617,6.5718,6.6294,6.533
Slc25a19,6.9372,6.7965,6.8117,6.8001,6.7826,6.7235,6.6944,6.7246,6.7919,6.7852,6.8724,6.8111
Agfg2,6.6056,6.7241,6.768,6.6685,6.6506,6.598,6.5867,6.682,6.611,6.6934,6.7465,6.6438
Fgf15,7.9549,8.0346,7.9103,7.8054,8.0238,8.147,7.267,7.4556,7.35,7.0869,7.6374,7.5058
Alox12,6.8814,6.9773,6.8164,6.986,7.0391,6.8385,6.9337,6.8838,7.0239,7.0351,6.9966,7.3114
RP23-313J15.3,10.5818,10.9423,10.8476,10.649,10.9236,10.6656,10.9423,10.8226,10.8206,11.2862,11.2321,11.5044
1700016K19Rik,6.7047,6.5823,6.8033,6.6522,6.7796,6.7266,6.7783,6.5566,6.6297,6.9545,6.806,6.7876
Defb23,6.6529,6.5969,6.5785,6.5698,6.6594,6.5718,6.686,6.5737,6.5431,6.5808,6.5397,6.5804
Polr1d,10.2299,10.3102,10.4022,10.5471,10.1354,10.4491,10.329,10.4908,10.6086,10.2326,10.6706,10.3865
Mettl10,6.5637,6.5621,6.5755,6.6525,6.6837,6.6386,6.6882,6.6641,6.6528,6.6017,6.6726,6.5988
Pdyn,6.8789,7.0448,7.005,7.0117,7.1068,7.1003,6.6735,6.7747,7.0263,6.7187,6.8454,6.9686
Mtf1,6.7471,6.7461,6.6811,6.6666,6.7649,6.8038,6.8096,6.8506,6.9567,6.849,6.7155,6.8239
Cend1,6.6277,6.7944,6.6769,6.7429,6.7514,6.6656,6.6767,6.5976,6.6135,6.6402,6.6605,6.5973
AL691413.3,10.7856,10.9173,10.2527,10.7309,10.4324,10.492,11.124,10.9974,11.4582,10.9761,10.6751,10.7823
Fgf4,7.0694,7.0395,7.0988,7.0352,6.8791,7.0436,7.1265,7.0929,7.105,7.2401,7.0464,7.3181
Bckdk,7.4943,7.1075,7.2054,7.6078,7.1506,7.0559,6.8631,6.9196,6.7782,6.8645,6.8943,7.0984
Taf12,8.5439,8.7753,8.7532,8.546,8.63,8.9377,8.8548,8.8072,9.1619,8.8064,9.0528,8.7778
Uckl1,6.4841,6.5554,6.6059,6.549,6.6376,6.5934,6.5705,6.5897,6.5981,6.6204,6.6054,6.5739
Tmem57,9.6142,9.523,9.4267,9.5324,9.735,9.3735,9.6537,9.6983,9.4885,9.3668,9.3027,9.5539
6820408C15Rik,6.6698,6.7402,6.767,6.6732,6.7413,6.7349,6.7296,6.7591,6.7908,6.7423,6.6916,6.6263
Fgf3,6.7351,6.6939,6.5667,6.6601,6.7461,6.6222,6.696,6.6408,6.751,6.6914,6.7222,6.6861
Irs3,6.6209,6.607,6.6602,6.6162,6.5508,6.643,6.6261,6.5808,6.5434,6.6409,6.6013,6.6709
Mif4gd,8.2792,8.5103,8.4482,8.1549,8.472,8.2926,8.3619,8.6591,8.4598,8.2011,8.4968,8.1541
Zcchc3,7.7848,7.653,7.5721,7.9615,7.8095,7.6174,7.5507,7.6112,7.3075,7.4887,7.5368,7.3313
Sap25,6.7669,6.839,6.7239,6.8024,6.7742,6.7319,6.7882,6.9094,6.7731,6.7218,6.8875,6.6958
Rabep2,7.1925,7.367,7.4835,7.0589,7.2324,7.2756,7.3957,7.4977,7.6246,7.2627,7.446,7.3369
Sox12,10.1704,9.9754,10.124,9.9804,9.9473,9.9373,9.8952,9.5271,9.5051,9.9363,9.448,10.0157
Lnx2,7.3025,7.3741,7.2598,7.1693,7.1941,7.364,7.1838,7.3261,7.2141,7.1707,7.2914,7.2242
Mrps7,8.6286,8.6586,8.7371,8.3729,8.8419,8.678,8.6927,8.8348,8.9407,8.4339,8.7744,8.2812
Nrsn2,6.6961,6.7606,6.7344,6.7345,6.7637,6.7184,6.7785,6.6325,6.6581,6.8327,6.7107,6.6882
AC149593.1,6.5344,6.6398,6.5622,6.5945,6.6457,6.6049,6.6003,6.6137,6.6765,6.617,6.6003,6.6315
Gmeb1,6.6082,6.7475,6.7362,6.783,6.8011,6.7504,6.7278,6.7152,6.8484,6.6334,6.6516,6.719
Kdm6b,6.7409,6.8479,6.7745,6.768,6.8108,6.8694,6.8498,6.9265,6.8704,6.8313,6.8646,6.7939
Mtif3,6.6063,6.6685,6.7242,6.7476,6.6388,6.7459,6.7505,6.7463,6.9009,6.6651,6.7358,6.7577
Tmem88,6.7871,6.7405,6.6896,6.708,6.6384,6.6889,6.7102,6.7448,6.774,6.6766,6.6574,6.6597
Trib3,7.9466,8.3308,8.1679,8.2629,8.2376,8.1717,8.4711,8.4846,8.5514,8.9158,8.5637,9.3609
Fam53b,6.6955,6.6856,6.6547,6.7748,6.8293,6.779,6.6719,6.8234,6.7967,6.7605,6.644,6.7424
S100pbp,6.7572,6.7754,6.7647,6.8498,6.9223,6.9676,6.9527,6.8576,6.8542,7.1124,6.9413,6.9636
Actb,13.5368,13.3585,13.4675,13.5653,13.4627,13.4909,13.375,13.2686,13.3404,13.3319,13.2641,13.2598
Dnajc5,10.2824,10.0568,9.9779,10.0118,10.0519,9.7774,9.8189,9.7766,9.6529,9.8468,9.923,9.9422
Sirpa,7.0826,6.8657,7.0585,7.1824,7.1849,6.9604,7.1299,7.0725,7.0254,7.6508,7.268,7.6469
Ran,8.8028,8.4339,8.6996,8.5117,8.398,8.6327,8.3542,8.5094,8.4239,8.4573,8.4886,8.6381
Cog2,7.6182,7.6677,7.7476,7.5664,7.8429,7.6803,7.8984,7.885,7.8554,7.8684,7.7589,7.5556
Rnasek,8.7695,8.9849,9.1242,8.7505,8.9655,9.217,8.7556,8.8671,9.1202,9.0104,9.3081,9.1665
Lnp,6.6247,6.5669,6.7346,6.6342,6.5924,6.6261,6.7108,6.5974,6.5676,6.5948,6.5788,6.6482
Cd19,6.5906,6.7153,6.7014,6.6661,6.7465,6.6405,6.6915,6.6355,6.6208,6.5946,6.6776,6.6706
F830045P16Rik,6.5954,6.591,6.5453,6.603,6.6822,6.5908,6.6216,6.6151,6.6337,6.6175,6.6102,6.5603
Igfbp7,6.5913,6.566,6.5462,6.6017,6.6589,6.6091,6.6045,6.5288,6.6313,6.6019,6.6504,6.5771
Ldlrap1,6.6036,6.5696,6.5264,6.5308,6.5638,6.5919,6.66,6.601,6.6458,6.5277,6.5973,6.5368
Vkorc1,9.3771,9.8184,9.448,9.5583,9.6369,9.748,9.6191,9.7873,9.7706,9.591,9.9744,9.8372
Lsmd1,10.5061,10.6605,10.8284,10.5525,10.5997,10.7319,10.7064,10.6228,10.8794,10.9236,10.9236,10.6801
Cyb5d1,6.6468,6.5929,6.7068,6.6878,6.6453,6.6899,6.7485,6.619,6.7241,6.6971,6.6193,6.6899
Pddc1,7.4415,7.5652,7.4265,7.8625,7.6639,7.8199,7.5343,7.6258,7.4471,7.5005,7.6162,7.5859
Pom121,8.1764,7.8307,8.1423,8.2176,7.7381,8.1524,8.0628,7.7366,8.105,8.2216,8.2154,8.1969
Nfatc2ip,8.6079,8.8229,8.571,8.5408,8.8146,9.0151,9.1192,8.8068,9.292,9.3855,8.7864,8.9739
Tanc1,8.545,8.5279,8.6442,8.3109,8.3255,8.6849,8.2451,8.401,8.4134,8.0267,8.081,8.3554
Tpd52l2,7.9366,8.1381,8.0449,8.1564,8.0211,8.152,7.9047,7.9073,8.0123,7.9631,8.3295,8.2892
Fndc5,6.6445,6.611,6.7104,6.7599,6.7309,6.6988,6.7396,6.6716,6.732,6.7807,6.6782,6.6982
Gga3,8.2045,8.2414,8.3022,8.3341,8.5333,8.365,8.1397,8.2063,8.189,8.3985,8.3521,8.1067
Ptpn3,6.5818,6.6488,6.6354,6.5751,6.6134,6.563,6.6874,6.7004,6.5754,6.6002,6.5974,6.585
Rph3al,6.6724,6.5391,6.7245,6.7081,6.7458,6.6475,6.758,6.6663,6.6897,6.6578,6.5699,6.5991
BC039632,6.6254,6.613,6.5805,6.6017,6.7268,6.5682,6.6205,6.6265,6.563,6.6592,6.5958,6.6661
Ythdf2,11.2941,10.8976,11.0099,10.9884,11.0444,10.8362,10.9456,10.9188,10.8271,10.7943,10.8057,10.7502
Inpp5b,6.6914,6.6375,6.6178,6.6715,6.7283,6.7148,6.6002,6.7117,6.8428,6.6811,6.6781,6.6773
Dapl1,6.5667,6.6762,6.6176,6.6174,6.6329,6.5665,6.6304,6.6467,6.6873,6.6963,6.6669,6.6144
Rbck1,7.8026,7.6965,7.8623,7.7163,7.5212,7.6613,7.8794,7.94,7.8452,7.6418,7.6895,7.6234
Rab34,7.7551,7.7184,8.1227,7.6308,7.6794,7.7278,7.4175,7.6621,7.4273,7.5771,7.4709,7.6321
BC050777,6.7762,6.8066,6.7786,6.7922,6.7803,6.8768,6.7797,6.8196,6.7338,6.8042,6.8083,6.7445
